

Results from query to  NASA/IPAC Extragalactic Database (NED),
which is operated by the Jet Propulsion Laboratory, California Institute of
Technology, under contract with the National Aeronautics and Space Administration.
This work was (partially) supported by the US National Virtual Observatory
development project, which is funded by the National Science Foundation
under cooperative agreement AST0122449 with The Johns Hopkins University.



queryDateTime:2015-08-18T07:55:14PDT



Main Information Table for All Sky, chosen by params



Equinox:J2000.0



CoordSystem:Equatorial

No.|Object Name|RA(deg)|DEC(deg)|Type|Velocity|Redshift|Redshift Flag|Magnitude and Filter|Distance (arcmin)|References|Notes|Photometry Points|Positions|Redshift Points|Diameter Points|Associations
34986|FGC 2519|354.52844 |  32.35655 |G|  5081| 0.016948 |    |17.23|  0.000|12|0|7|1|1|0|0
34987|UGC 12714|354.55433 |  32.33508 |G|  4800| 0.016011 |    |15.43|  0.000|30|1|25|5|3|7|0
34988|GALEXASC J233814.02+121138.2  |354.55821 |  12.19394 |G|  5973| 0.019924 |    |     |  0.000|1|0|4|0|0|0|0
34989|2MASX J23381415-0455554|354.55896 |  -4.93206 |G|  5838| 0.019473 |    |14.0I|  0.000|4|0|17|0|1|2|0
34990|CGCG 407-030|354.56104 |   7.80842 |G|  5260| 0.017545 |    |15.3 |  0.000|15|0|19|2|4|3|0
34991|GALEXASC J233814.68-324033.1  |354.56108 | -32.67633 |G|  4557| 0.015200 |    |16.87|  0.000|2|0|5|2|1|0|0
34992|SDSS J233826.04+152310.9|354.60854 |  15.38638 |G|  4057| 0.013532 |    |17.3g|  0.000|4|0|43|2|2|8|0
34993|GALEXASC J233832.20+212841.7  |354.63417 |  21.47806 |G|  5619| 0.018743 |    |17.0B|  0.000|1|0|4|0|0|0|0
34994|ESO 148- G 021|354.63508 | -58.00022 |G|  3368| 0.011234 |    |14.52|  0.000|7|1|21|3|1|16|0
34995|GALEXASC J233833.82-662902.2  |354.64167 | -66.48442 |G|  5129| 0.017109 |    |16.70|  0.000|0|0|5|1|1|0|0
34996|UGC 12717|354.65287 |   5.43364 |G|  5696| 0.018999 |    |14.85|  0.000|28|1|17|2|5|7|0
34997|2MASX J23383701+2643167|354.65421 |  26.72111 |G|  5609| 0.018710 |    |17.43|  0.000|2|0|12|0|1|2|1
34998|PPS2 037|354.66708 |  32.12389 |GGroup|  5040| 0.016812 |    |     |  0.000|2|0|0|0|1|0|0
34999|NGC 7722|354.67169 |  15.95464 |G|  4026| 0.013429 |    |13.3g|  0.000|58|3|68|7|9|14|0
35000|ESO 192-IG 011 NED01|354.69062 | -56.47787 |G|  4700| 0.015678 |    |15.19|  0.000|2|0|2|0|0|4|0
35001|GALEXASC J233846.52-234209.9  |354.69359 | -23.70299 |G|  5170| 0.017245 |    |17.25|  0.000|3|0|5|1|1|0|0
35002|HS 2336+1800|354.69500 |  18.28889 |G|  4991| 0.016648 |    |17.4B|  0.000|1|0|0|0|0|0|0
35003|[TSK2008] 1297|354.73069 | -44.03651 |GGroup|  3063| 0.010217 |    |     |  0.000|1|0|0|0|1|0|0
35004|ESO 605- G 022|354.76650 | -20.81614 |G|  5100| 0.017012 |    |15.45|  0.000|14|1|20|3|3|15|0
35005|KUG 2336+075|354.77196 |   7.81406 |G|  3431| 0.011444 |    |16.0:|  0.000|10|0|12|1|2|3|0
35006|CGCG 497-046|354.78508 |  32.08561 |G|  5134| 0.017125 |    |14.8 |  0.000|11|0|10|3|4|3|0
35007|CGCG 381-019|354.78601 |   0.46347 |G|  5196| 0.017333 |    |15.1g|  0.000|15|0|54|6|4|10|0
35008|UGC 12720|354.79646 |   5.48444 |G|  5644| 0.018826 |    |15.23|  0.000|23|1|22|4|5|6|0
35009|GALEXASC J233912.54-561347.7  |354.80222 | -56.22994 |VisS|  5996| 0.020000 |PHOT|20.2g|  0.000|1|0|10|0|1|0|0
35010|NGC 7725|354.81158 |  -4.53939 |G|  5952| 0.019854 |    |15   |  0.000|13|0|26|3|2|3|0
35011|AGC 333414|354.82708 |  31.45028 |RadioS|  3852| 0.012849 |    |     |  0.000|1|0|0|0|1|0|0
35012|2MASX J23391946-0449535|354.83106 |  -4.83139 |G|  5873| 0.019590 |    |15.82|  0.000|5|0|17|2|1|2|0
35013|AGC 333415|354.83282 |  31.52153 |G|  4030| 0.013443 |    |17.55|  0.000|6|0|0|0|2|0|0
35014|GALEXASC J233920.97-550759.3  |354.83749 | -55.13374 |VisS|  5996| 0.020000 |PHOT|20.5g|  0.000|1|0|10|0|1|0|0
35015|UGC 12723|354.85004 |  10.84997 |G|  5464| 0.018226 |    |15.76|  0.000|17|1|22|5|3|5|0
35016|ESO 240- G 013|354.86267 | -47.77478 |G|  3271| 0.010911 |    |13.99|  0.000|35|2|32|4|6|17|0
35017|ESO 240- G 014|354.87975 | -52.04800 |G|  3252| 0.010848 |    |14.71|  0.000|6|1|19|3|1|14|0
35018|APMBGC 240-058+000|354.88969 | -49.79514 |G|  3363| 0.011218 |    |16.97|  0.000|1|0|1|1|1|0|0
35019|KUG 2337+105B|354.91188 |  10.86903 |G|  5007| 0.016702 |    |15.7 |  0.000|6|0|17|1|1|2|0
35020|2MASX J23394404-0830593|354.93340 |  -8.51667 |G|  5086| 0.016965 |    |16.57|  0.000|6|0|23|3|1|2|0
35021|SDSS J233952.03-101339.3|354.96679 | -10.22758 |G|  3415| 0.011391 |    |17.8g|  0.000|4|0|29|2|1|4|0
35022|GALEXASC J234001.91-553209.1  |355.00772 | -55.53595 |VisS|  5996| 0.020000 |PHOT|14.9g|  0.000|1|0|10|0|1|0|0
35023|LSBC F750-02|355.03913 |   7.31028 |G|  3699| 0.012339 |    |17.6 |  0.000|5|0|1|0|0|0|0
35024|GALEXASC J234011.66-545832.5  |355.04849 | -54.97618 |VisS|  5996| 0.020000 |PHOT|20.5g|  0.000|1|0|10|0|1|0|0
35025|UM 004E|355.08897 |   4.02723 |HII|  5995| 0.019997 |    |     |  0.000|1|0|0|0|0|0|1
35026|CGCG 407-039|355.09677 |   6.24967 |G|  5450| 0.018179 |    |15.5 |  0.000|8|0|10|3|2|2|0
35027|AGC 333416|355.10583 |  31.81222 |RadioS|  4723| 0.015754 |    |     |  0.000|1|0|0|0|1|0|0
35028|NGC 7729|355.14021 |  29.18817 |G|  5251| 0.017515 |    |14.37|  0.000|28|1|25|4|6|7|0
35029|CGCG 344-004|355.15687 |  78.25353 |G|  4165| 0.013893 |    |15.5 |  0.000|12|0|10|3|2|2|0
35030|2MASXi J2340427-092336|355.17785 |  -9.39350 |G|  5146| 0.017165 |    |16.4g|  0.000|5|0|44|3|4|8|0
35031|GALEXASC J234044.39-533704.3  |355.18462 | -53.61819 |G|  3178| 0.010600 |    |17.11|  0.000|2|0|5|2|1|0|0
35032|SDSS J234044.31-005314.8|355.18466 |  -0.88746 |G|  5730| 0.019113 |    |17.9g|  0.000|5|0|36|3|3|8|0
35033|AGC 333258|355.21500 |  16.12444 |RadioS|  4005| 0.013359 |    |     |  0.000|1|0|0|0|1|0|0
35034|GALEXASC J234051.92+272713.2  |355.21542 |  27.45361 |G|  4471| 0.014914 |    |     |  0.000|4|0|5|0|2|0|0
35035|GALEXASC J234058.07-535436.7  |355.24225 | -53.91025 |G|  3957| 0.013200 |    |17.31|  0.000|2|0|5|2|1|0|0
35036|CGCG 344-005|355.29817 |  78.25183 |G|  4316| 0.014397 |    |15.6 |  0.000|9|0|10|2|1|2|0
35037|2MASX J23411334-1059310|355.30554 | -10.99170 |G|  5436| 0.018131 |    |16.0g|  0.000|7|0|52|3|3|10|0
35038|2MASX J23412160-1457593|355.34004 | -14.96653 |G|  3418| 0.011401 |    |13.7 |  0.000|3|0|13|2|0|2|0
35039|AGC 333418|355.34125 |  31.50167 |RadioS|  4268| 0.014236 |    |     |  0.000|1|0|0|0|1|0|0
35040|ESO 148-IGA021|355.35254 | -58.14043 |G|  3195| 0.010658 |    |15.73|  0.000|6|1|11|4|1|12|1
35041|6dF J2341248-580827|355.35392 | -58.14081 |G|  3193| 0.010651 |    |15.2R|  0.000|3|0|0|0|1|0|1
35042|6dF J2341316-145808|355.38167 | -14.96892 |G|  3447| 0.011498 |    |15.76|  0.000|0|0|1|1|1|0|0
35043|2MASX J23413092+0904228|355.38450 |   9.07553 |G|  5277| 0.017602 |    |14.37|  0.000|5|0|20|0|0|4|0
35044|2MASX J23413665+3214230|355.40297 |  32.23970 |G|  3899| 0.013006 |    |16.56|  0.000|4|0|18|3|1|2|0
35045|UGC 12742|355.45679 |  44.97350 |G|  5554| 0.018526 |    |14.8 |  0.000|17|0|18|3|4|7|0
35046|UGC 12741|355.48108 |  30.58175 |G|  5230| 0.017445 |    |14.1r|  0.000|40|0|41|7|9|7|0
35047|VV 480|355.50442 |  -4.21642 |G|  5713| 0.019056 |    |14.51|  0.000|24|3|16|2|5|5|1
35048|GALEXASC J234203.62-544515.1  |355.51483 | -54.75457 |VisS|  5996| 0.020000 |PHOT|20.4g|  0.000|1|0|10|0|1|0|0
35049|CGCG 344-006|355.53071 |  78.18036 |G|  4055| 0.013526 |    |15.7 |  0.000|9|0|10|2|1|2|0
35050|6dF J2342188-572158|355.57871 | -57.36608 |G|  3354| 0.011189 |    |16.56|  0.000|4|0|5|1|2|0|0
35051|UM 005|355.58492 |   6.92278 |G|  5332| 0.017786 |    |15.2 |  0.000|18|1|18|4|4|2|0
35052|NGC 7736|355.60744 | -19.45230 |G|  4471| 0.014914 |    |13.87|  0.000|23|1|29|3|6|18|0
35053|MCG +05-55-048|355.62496 |  30.59700 |G|  5063| 0.016888 |    |15.63|  0.000|8|0|9|1|1|4|0
35054|GALEXASC J234234.58-552532.2  |355.64291 | -55.42547 |VisS|  5996| 0.020000 |PHOT|21.0g|  0.000|1|0|10|0|1|0|0
35055|2MASX J23425746-0436043|355.73946 |  -4.60128 |G|  5994| 0.019994 |    |15.92|  0.000|4|0|18|1|1|2|0
35056|ESO 537- G 001|355.75539 | -26.32485 |G|  3780| 0.012609 |    |15.97|  0.000|10|1|8|5|2|1|0
35057|UGC 12747|355.75683 |  19.42408 |G|  4159| 0.013873 |    |14.64|  0.000|40|3|53|6|10|8|0
35058|2MASX J23430227-0435293|355.75950 |  -4.59153 |G|  5883| 0.019624 |    |14.7R|  0.000|3|0|17|0|1|2|0
35059|AGC 333561|355.76542 |  28.74750 |RadioS|  5295| 0.017662 |    |     |  0.000|1|0|0|0|1|0|0
35060|GALEXASC J234305.34-552311.9  |355.77191 | -55.38668 |VisS|  5996| 0.020000 |PHOT|20.6g|  0.000|1|0|10|0|1|0|0
35061|2MASX J23431179-1548564|355.79902 | -15.81577 |G|  5525| 0.018429 |    |16.05|  0.000|4|0|14|2|1|2|0
35062|GALEXASC J234312.77-154947.1  |355.80367 | -15.82975 |G|  5413| 0.018056 |    |16.00|  0.000|0|0|5|1|1|0|0
35063|FGC 2530|355.80954 |  23.51197 |G|  5355| 0.017862 |    |16.17|  0.000|10|0|13|1|0|2|0
35064|GALEXASC J234317.40+232958.5  |355.82293 |  23.49945 |G|  5271| 0.017582 |    |     |  0.000|2|0|4|0|0|0|0
35065|UGC 12751|355.89096 |   5.11536 |G|  5536| 0.018466 |    |16.5 |  0.000|11|0|4|2|4|5|0
35066|AM 2340-592|355.91758 | -59.05906 |G|  3241| 0.010812 |    |14.94|  0.000|6|0|5|3|2|0|0
35067|ESDO F822-09|355.92292 |   6.67917 |G|  3809| 0.012705 |    |17.8 |  0.000|5|0|1|0|0|0|0
35068|GALEXASC J234356.76-283900.7  |355.98646 | -28.65022 |G|  3460| 0.011541 |    |19.0 |  0.000|4|0|5|2|2|0|0
35069|CGCG 533-018|355.98946 |  45.41572 |G|  5220| 0.017412 |    |15.6 |  0.000|4|0|10|2|1|2|0
35070|MCG -02-60-014|356.03094 |  -9.05518 |G|  3547| 0.011832 |    |14.59|  0.000|11|1|25|2|2|8|0
35071|ESO 012- G 004|356.06462 | -80.17700 |G|  4243| 0.014153 |    |15.28|  0.000|22|2|28|4|3|16|0
35072|ESO 111- G 001|356.08692 | -60.53881 |G|  3172| 0.010581 |    |15.82|  0.000|6|0|7|3|1|12|0
35073|ESO 050- G 002|356.11442 | -69.85717 |G|  3862| 0.012881 |    |14.76|  0.000|12|1|36|3|4|28|0
35074|UGC 12762|356.13404 |  21.94247 |G|  5356| 0.017866 |    |15.26|  0.000|16|1|26|3|2|7|0
35075|KUG 2342+174|356.14800 |  17.76761 |G|  4123| 0.013753 |    |15.6 |  0.000|11|0|15|3|2|4|0
35076|UGC 12764|356.16250 |  22.01111 |G|  5432| 0.018119 |    |15.27|  0.000|15|1|13|2|2|5|2
35077|FGC 2533|356.16846 |   5.25718 |G|  5582| 0.018620 |    |16.6 |  0.000|9|0|3|1|2|0|0
35078|UGC 12763|356.19992 |  12.85554 |G|  4093| 0.013653 |    |16.5 |  0.000|15|0|10|3|4|5|0
35079|GALEXASC J234449.58-263403.0  |356.20683 | -26.56756 |G|  3598| 0.012000 |    |18.30|  0.000|2|0|5|2|1|0|0
35080|NGC 7744|356.24683 | -42.91092 |G|  3098| 0.010334 |    |12.87|  0.000|51|5|28|3|5|19|0
35081|MCG -02-60-015|356.25588 | -12.89997 |G|  5349| 0.017842 |    |15.13|  0.000|7|0|17|1|2|3|0
35082|KUG 2342+196|356.28579 |  19.90122 |G|  4151| 0.013846 |    |15.2 |  0.000|31|0|32|5|4|4|0
35083|UGC 12767|356.29250 |   7.04214 |G|  5262| 0.017552 |    |14.10|  0.000|27|0|25|3|6|7|0
35084|ESO 111- G 002|356.31616 | -59.86639 |G|  3414| 0.011388 |    |16.13|  0.000|7|0|13|4|1|24|0
35085|ESDO F822-10|356.34958 |   6.83194 |G|  5308| 0.017706 |    |17.7 |  0.000|5|0|1|0|0|0|0
35086|IC 1507|356.38821 |   1.68875 |G|  5323| 0.017756 |    |14.55|  0.000|12|1|20|3|2|6|0
35087|ESDO F822-11|356.38864 |   6.41536 |G|  4421| 0.014747 |    |18.5 |  0.000|3|0|0|0|0|0|0
35088|LSBC F750-05|356.39750 |  11.57694 |G|  5367| 0.017902 |    |15.5 |  0.000|8|0|0|0|0|2|0
35089|2MASX J23453706-1806377|356.40446 | -18.11053 |G|  4441| 0.014814 |    |14.7I|  0.000|1|0|9|0|1|2|1
35090|GALEXASC J234541.02-551142.3  |356.42108 | -55.19515 |VisS|  5996| 0.020000 |PHOT|20.0g|  0.000|1|0|10|0|1|0|0
35091|IC 1508|356.47946 |  12.06175 |G|  4263| 0.014220 |    |13.87|  0.000|64|4|46|5|5|8|0
35092|UGC 12776|356.55070 |  33.37012 |G|  4937| 0.016468 |    |13.70|  0.000|63|3|30|7|6|9|0
35093|GALEXASC J234612.41-261221.5  |356.55179 | -26.20636 |G|  3747| 0.012500 |    |18.15|  0.000|2|0|5|2|1|0|0
35094|GALEXASC J234621.07-260245.8  |356.58821 | -26.04619 |G|  3867| 0.012900 |    |17.27|  0.000|5|0|5|2|2|0|0
35095|AGC 333568|356.63958 |  29.24361 |RadioS|  5133| 0.017122 |    |     |  0.000|1|0|0|0|1|0|0
35096|ESO 028- G 003|356.64050 | -76.78172 |G|  4094| 0.013656 |    |15.04|  0.000|9|2|24|2|2|16|0
35097|GALEXASC J234634.10-323348.8  |356.64154 | -32.56400 |G|  3268| 0.010900 |    |17.49|  0.000|4|0|5|2|1|0|0
35098|ESDO F822-12|356.71125 |   6.85861 |G|  3066| 0.010227 |    |16.4 |  0.000|4|0|1|0|0|0|0
35099|GALEXASC J234651.01-560849.9  |356.71268 | -56.14709 |VisS|  5996| 0.020000 |PHOT|20.9g|  0.000|1|0|10|0|1|0|0
35100|2MASX J23465184+1428506|356.71614 |  14.48067 |G|  5891| 0.019651 |    |16.2g|  0.000|7|0|52|2|2|10|0
35101|NGC 7751|356.74308 |   6.86181 |G|  3247| 0.010831 |    |13.81|  0.000|30|1|24|5|7|7|0
35102|NGC 7752|356.74400 |  29.45892 |G|  5072| 0.016918 |    |15.0 |  0.000|130|12|48|7|17|6|0
35103|ARP 086|356.75708 |  29.47111 |GPair|  4845| 0.016161 |    |13.2 |  0.000|39|8|8|2|0|0|1
35104|2MFGC 17841|356.76208 | -47.47272 |G|  5942| 0.019820 |    |16.17|  0.000|3|0|10|1|1|2|0
35105|NGC 7753|356.77013 |  29.48344 |G|  5168| 0.017239 |    |12.83|  0.000|136|10|36|7|14|7|2
35106|2dFGRS S132Z237|356.77787 | -25.70269 |G|  3809| 0.012707 |    |16.43|  0.000|3|0|5|2|2|0|0
35107|GALEXASC J234713.32-254302.7  |356.80596 | -25.71747 |G|  3717| 0.012400 |    |18.11|  0.000|3|0|5|2|1|0|0
35108|2MASX J23471368+2911051|356.80708 |  29.18478 |G|  5285| 0.017629 |    |11.1K|  0.000|3|0|17|0|2|2|0
35109|IC 5355|356.81371 |  32.78275 |G|  4855| 0.016195 |    |14.39|  0.000|54|1|28|7|5|7|0
35110|CGCG 381-048|356.83779 |   1.93356 |G|  5266| 0.017565 |    |14.7 |  0.000|22|0|32|5|4|3|0
35111|GALEXASC J234723.21-022147.4  |356.84708 |  -2.36306 |G|  5991| 0.019984 |    |17.18|  0.000|2|0|8|0|0|0|0
35112|[MFB2005] J234725.00-021935.5 |356.85417 |  -2.32653 |G|  5837| 0.019470 |    |     |  0.000|1|0|0|0|0|0|1
35113|HIPASS J2347+06|356.85417 |   6.79972 |G|  3273| 0.010918 |    |     |  0.000|2|0|0|0|1|0|0
35114|GALEXASC J234729.20+025909.2  |356.87158 |   2.98526 |G|  3808| 0.012702 |    |18.2 |  0.000|2|0|5|0|0|0|0
35115|ESO 606- G 008|356.88504 | -18.55717 |G|  4505| 0.015027 |    |15.20|  0.000|12|1|9|1|6|15|0
35116|UGC 12783|356.92333 |  18.59944 |G|  4275| 0.014260 |    |16.5 |  0.000|19|0|10|2|4|4|0
35117|HDCE 1253|356.93375 |  29.51500 |GGroup|  5196| 0.017332 |    |     |  0.000|1|0|0|0|1|0|0
35118|GALEXASC J234751.65-262146.1  |356.96546 | -26.36294 |G|  3867| 0.012900 |    |18.66|  0.000|1|0|5|2|1|0|0
35119|APMUKS(BJ) B234519.84-023308.2|356.97463 |  -2.27505 |G|  5900| 0.019680 |    |18.29|  0.000|1|0|1|1|0|0|0
35120|MCG -03-60-017|357.00971 | -18.59828 |G|  4524| 0.015090 |    |14.5 |  0.000|12|0|13|2|1|3|0
35121|SDSS J234817.53-104419.7|357.07304 | -10.73881 |G|  4357| 0.014535 |    |17.8g|  0.000|3|0|21|2|2|4|0
35122|AGC 333307|357.08083 |  24.59167 |G|  5349| 0.017842 |    |     |  0.000|2|0|1|0|2|0|0
35123|GALEXASC J234821.65-255704.2  |357.09037 | -25.95156 |G|  3807| 0.012700 |    |18.43|  0.000|2|0|5|2|1|0|0
35124|AGC 333425|357.09708 |  30.53056 |RadioS|  5187| 0.017302 |    |     |  0.000|1|0|0|0|1|0|0
35125|AGC 333572|357.10542 |  29.30222 |RadioS|  5195| 0.017329 |    |     |  0.000|1|0|0|0|1|0|0
35126|GALEXASC J234828.34-304632.5  |357.11796 | -30.77617 |G|  3058| 0.010200 |:   |19.02|  0.000|3|0|5|2|1|0|0
35127|GALEXASC J234839.59-061217.8  |357.16479 |  -6.20503 |G|  5209| 0.017375 |    |16.30|  0.000|3|0|9|1|1|0|0
35128|2MASX J23484181-5009131|357.17433 | -50.15372 |G|  3152| 0.010514 |    |16.94|  0.000|0|0|10|1|1|2|0
35129|GALEXASC J234846.67+241847.0  |357.19458 |  24.31250 |G|  5344| 0.017826 |    |     |  0.000|2|0|5|0|2|0|0
35130|GALEXASC J234846.59-562421.6  |357.19473 | -56.40584 |VisS|  5996| 0.020000 |PHOT|20.7g|  0.000|1|0|10|0|1|0|0
35131|2MFGC 17862|357.20600 |  54.56311 |G|  5747| 0.019170 |    |11.4K|  0.000|9|0|14|0|0|2|0
35132|2dFGRS S546Z310|357.20879 | -34.06292 |G|  4257| 0.014200 |    |18.69|  0.000|2|0|1|2|1|0|0
35133|2MASX J23485086+3047160|357.21200 |  30.78778 |G|  4828| 0.016104 |    |15.6E|  0.000|9|0|18|2|1|2|0
35134|KUG 2346+058|357.24033 |   6.13350 |G|  3810| 0.012709 |    |15.25|  0.000|17|1|21|3|6|6|0
35135|ESO 606- G 011|357.25271 | -19.69281 |G|  5790| 0.019313 |    |14.36|  0.000|32|3|29|1|8|17|0
35136|UGC 12795|357.29379 |  46.55322 |G|  4659| 0.015541 |    |14.9 |  0.000|16|0|13|3|4|4|0
35137|NGC 7760|357.29975 |  30.98314 |G|  5248| 0.017505 |    |14.45|  0.000|32|1|16|3|5|7|0
35138|GALEXASC J234914.25-292219.8  |357.30925 | -29.37242 |G|  3148| 0.010500 |    |18.05|  0.000|3|0|5|2|1|0|0
35139|LDCE 1597|357.31083 |  29.90778 |GGroup|  5122| 0.017085 |    |     |  0.000|1|0|0|0|1|0|0
35140|UGC 12793|357.31187 |  11.80350 |G|  5295| 0.017662 |    |15.14|  0.000|12|0|19|1|2|7|0
35141|2MASX J23491814+5540224|357.32567 |  55.67283 |G|  5211| 0.017382 |    |11.3K|  0.000|1|0|9|0|1|2|0
35142|UGC 12796|357.33150 |  47.91867 |G|  4622| 0.015417 |    |14.5 |  0.000|18|0|18|3|4|7|0
35143|AGC 333426|357.39375 |  32.13417 |RadioS|  4943| 0.016488 |    |     |  0.000|1|0|0|0|1|0|0
35144|UGC 12798|357.41625 |  29.93208 |G|  5264| 0.017559 |    |15.36|  0.000|41|0|26|5|5|6|0
35145|2MASX J23494325-1942122|357.43025 | -19.70336 |G|  4904| 0.016358 |    |14.7R|  0.000|1|0|13|0|1|2|0
35146|AGC 333631|357.43333 |  30.12000 |RadioS|  5148| 0.017172 |    |     |  0.000|1|0|0|0|1|0|0
35147|CGCG 498-017|357.44817 |  30.03911 |G|  5158| 0.017205 |    |15.32|  0.000|22|0|29|5|5|6|0
35148|MCG -02-60-018|357.46517 | -12.46717 |G|  3443| 0.011485 |    |14.96|  0.000|11|0|10|1|3|3|0
35149|SDSS J234953.56-005545.7|357.47318 |  -0.92937 |*|  5996| 0.020000 |PHOT|20.1g|  0.000|4|0|17|1|2|4|0
35150|UGC 12799|357.47382 |   2.70469 |G|  5308| 0.017705 |    |15.37|  0.000|25|0|22|3|3|6|0
35151|2MASX J23500142-3418155|357.50588 | -34.30422 |G|  3777| 0.012600 |    |18.75|  0.000|0|0|10|2|1|2|0
35152|UGCl 495|357.51395 |   7.39472 |GClstr|  4630| 0.015444 |    |     |  0.000|3|0|0|0|0|0|0
35153|2MASX J23501107-0358350|357.54617 |  -3.97642 |G|  5896| 0.019667 |    |16.12|  0.000|4|0|18|1|1|2|0
35154|LSBG F409-050|357.55313 | -30.18972 |G|  3538| 0.011800 |:   |19.4 |  0.000|3|0|5|2|1|0|0
35155|NGC 7763|357.56542 | -16.59000 |G|  5485| 0.018296 |    |15.25|  0.000|8|1|13|1|2|2|0
35156|2MASX J23501716-0408040|357.57159 |  -4.13452 |G|  5776| 0.019267 |    |16.51|  0.000|4|0|18|2|1|2|0
35157|SGC 2347-181|357.57834 | -17.76522 |Other|  4306| 0.014363 |    |     |  0.000|0|0|0|0|2|0|1
35158|UGC 12800|357.57971 |  10.75739 |G|  5379| 0.017942 |    |15.00|  0.000|15|0|11|2|3|7|0
35159|ESO 606- G 013|357.58029 | -17.76633 |G|  4306| 0.014363 |    |15.27|  0.000|11|1|6|1|3|15|0
35160|GALEXASC J235020.31-143027.3  |357.58462 | -14.50774 |G|  4656| 0.015531 |    |15.48|  0.000|3|0|9|3|1|0|1
35161|SDSS J235021.45+141342.6|357.58938 |  14.22850 |G|  5142| 0.017153 |    |18.3g|  0.000|1|0|20|1|2|4|0
35162|SDSS J235021.64+141342.3|357.59017 |  14.22842 |G|  5138| 0.017137 |    |17.5B|  0.000|4|0|10|0|0|0|0
35163|AGC 332838|357.59125 |  14.22444 |RadioS|  5144| 0.017159 |    |     |  0.000|1|0|0|0|1|0|0
35164|GALEXASC J235028.47-260508.7  |357.61871 | -26.08578 |G|  4017| 0.013400 |    |19.06|  0.000|2|0|5|2|1|0|0
35165|AM 2347-314|357.64296 | -31.47797 |G|  4677| 0.015600 |    |16.79|  0.000|2|0|5|3|1|0|0
35166|SDSS J235040.74-005430.8|357.66975 |  -0.90858 |WD*|  5996| 0.020000 |PHOT|18.1g|  0.000|2|0|15|1|1|4|0
35167|NGC 7769B|357.67765 |  20.28641 |RadioS|  4321| 0.014413 |    |     |  0.000|1|0|0|0|0|0|0
35168|NGC 7769A|357.67767 |  20.20308 |RadioS|  4314| 0.014390 |    |     |  0.000|1|0|0|0|0|0|0
35169|GALEXASC J235050.39+293704.4  |357.71000 |  29.61750 |G|  4785| 0.015961 |    |17.9B|  0.000|2|0|4|0|1|0|0
35170|NGC 7769|357.76654 |  20.15042 |G|  4211| 0.014046 |    |12.77|  0.000|151|7|63|8|10|9|0
35171|UM 009|357.77539 |   6.94271 |G|  5096| 0.017000 |    |17.08|  0.000|7|0|13|1|0|2|0
35172|GALEXASC J235112.48+325933.2  |357.80208 |  32.99333 |G|  4951| 0.016515 |    |16.7 |  0.000|6|0|5|0|0|0|0
35173|NGC 7771A|357.80458 |  20.10333 |G|  4101| 0.013679 |    |17.1O|  0.000|4|1|9|0|0|0|0
35174|KPG 592|357.81000 |  20.13089 |GPair|  4279| 0.014273 |    |14.5 |  0.000|5|1|1|0|0|0|0
35175|WBL 726|357.81125 |  20.12811 |GGroup|  4179| 0.013940 |    |     |  0.000|1|0|0|0|0|0|0
35176|KTG 82|357.82125 |  20.11944 |GTrpl|  4066| 0.013563 |    |12.1 |  0.000|10|2|0|0|1|0|0
35177|USGC U857|357.82208 |  20.23389 |GGroup|  4321| 0.014413 |    |     |  0.000|1|0|0|0|0|0|0
35178|UGC 12812|357.82772 |  20.57792 |G|  5381| 0.017949 |    |15.5 |  0.000|23|0|34|1|6|7|1
35179|HIPASS J2351+20|357.83083 |  20.60278 |GTrpl|  5436| 0.018131 |    |     |  0.000|1|0|0|0|1|0|0
35180|UGC 12814|357.83700 |  49.07842 |G|  5838| 0.019473 |    |15.2 |  0.000|21|0|20|3|1|6|0
35181|MCG +03-60-033|357.84083 |  20.57397 |G|  5507| 0.018369 |    |16.5 |  0.000|7|0|8|1|0|1|1
35182|NGC 7770|357.84393 |  20.09652 |G|  4117| 0.013733 |    |14.4 |  0.000|93|8|30|7|7|7|0
35183|KUG 2348+202|357.84496 |  20.58145 |GPair|  5349| 0.017842 |    |14.56|  0.000|19|1|1|3|1|0|1
35184|NGC 7771|357.85335 |  20.11174 |G|  4277| 0.014267 |    |12.2B|  0.000|260|13|169|10|12|7|0
35185|MRK 0331|357.86168 |  20.58607 |G|  5541| 0.018483 |    |14.87|  0.000|201|8|161|9|15|6|0
35186|NGC 7771B|357.91563 |  20.03869 |PofG|  4300| 0.014343 |    |     |  0.000|2|0|0|0|0|0|0
35187|ESO 472- G 001|357.92918 | -25.84935 |G|  3701| 0.012345 |    |16   |  0.000|8|1|11|5|1|13|0
35188|UGC 12816|357.96104 |   3.08272 |G|  5327| 0.017769 |    |14.50|  0.000|32|1|22|3|6|7|0
35189|KUG 2349+210|357.99788 |  21.36944 |G|  4274| 0.014257 |    |15.6 |  0.000|14|0|19|3|2|2|0
35190|ESO 472- G 002|358.01742 | -25.85992 |G|  3091| 0.010310 |    |16   |  0.000|11|1|12|5|2|13|0
35191|ESO 078- G 008|358.04450 | -62.57156 |G|  4437| 0.014800 |    |14.68|  0.000|10|1|16|4|2|13|0
35192|UGC 12818|358.04621 |   8.39481 |G|  5543| 0.018489 |    |14.70|  0.000|26|0|23|4|5|7|0
35193|MCG +08-01-003|358.04758 |  47.39544 |G|  5297| 0.017669 |    |16   |  0.000|11|0|14|1|1|4|0
